Accession	BAPS_Group
GCGS0380	16
GCGS0289	16
GCGS0299	16
GCGS0329	16
GCGS0417	16
GCGS0254	16
GCGS1034	16
GCGS1022	16
GCGS0391	16
GCGS0288	16
GCGS0323	16
GCGS0264	16
SRR2736140	16
SRR2736136	16
SRR2736137	16
SRR2736131	16
GCGS0435	16
GCGS0691	16
GCGS0447	16
SRR3360717	16
GCGS0635	16
GCGS0267	16
GCGS0392	16
GCGS0272	16
GCGS0271	16
SRR2736111	16
SRR2736110	16
SRR3361355	16
GCGS0524	16
GCGS0356	16
GCGS0581	16
GCGS0578	16
GCGS0340	16
GCGS0567	16
GCGS0343	16
GCGS0342	16
GCGS0341	16
GCGS0269	16
SRR2736153	16
SRR2736152	16
SRR2736145	16
SRR2736144	16
GCGS1062	16
GCGS0247	16
ERR388367	16
GCGS0306	16
SRR1661163	16
ERR388439	16
ERR388428	16
ERR1469736	16
ERR388420	16
SRR1661328	16
WHO_U	16
SRR3360613	16
SRR3360913	16
GCGS0298	16
GCGS0296	16
GCGS0297	16
SRR3360921	16
ERR388303	16
ERR388302	16
ERR349900	16
ERR388437	16
SRR2736213	5
DRR124869	5
ERR1514714	5
ERR1514698	5
ERR1514699	5
DRR129090	8
DRR129103	8
DRR129093	8
DRR129094	8
DRR129084	8
DRR129085	8
DRR129101	8
DRR129102	8
ERR1560929	2
SRR2736157	7
SRR5827407	7
DRR124809	7
DRR124864	7
ERR2631764	7
ERR2631965	7
ERR2631803	7
ERR3200917	7
ERR3200937	7
ERR2631971	7
DRR124787	7
DRR124718	7
DRR124743	7
DRR124737	7
DRR124738	7
DRR124858	7
DRR124846	7
DRR124768	7
DRR124861	7
DRR124874	7
DRR124793	7
DRR124885	7
DRR124723	7
DRR124853	7
DRR124833	7
DRR124820	7
DRR124745	7
DRR124744	7
DRR124733	7
DRR124732	7
GCGS0511	7
ERR363668	7
DRR124843	7
DRR124850	7
DRR124817	7
DRR124715	7
DRR124727	7
DRR124818	7
DRR124706	7
DRR124771	7
DRR124764	7
DRR124767	7
DRR124765	7
DRR124766	7
DRR124881	7
DRR124812	7
DRR124751	7
ERR1528151	4
ERR1469570	4
NCCP11945	4
ERR2631980	4
ERR1560817	4
ERR1560808	4
DRR124888	4
DRR124855	4
DRR124828	4
DRR124784	4
DRR124875	4
DRR124811	4
DRR124819	4
DRR124748	4
DRR124714	4
DRR124772	4
DRR124773	4
DRR124798	4
DRR124774	4
DRR124873	4
DRR124862	4
GCGS0006	4
GCGS0070	4
GCGS0194	4
GCGS0360	4
GCGS0222	4
GCGS0437	4
GCGS0384	4
GCGS1073	4
GCGS0466	4
GCGS0549	4
GCGS0320	4
GCGS0548	4
SRR969395	4
GCGS0036	4
GCGS0352	4
GCGS0557	4
GCGS1058	4
GCGS0388	4
GCGS0596	4
GCGS1070	4
GCGS0158	4
GCGS0099	4
ERR3201273	4
ERR3200976	4
ERR3200951	4
ERR3200857	4
ERR3201085	4
ERR3201084	4
ERR2632002	4
SRR3361356	4
GCGS0232	4
GCGS0236	4
ERR2631947	4
ERR2631755	4
ERR2631985	4
ERR2631997	4
ERR3200835	4
ERR3201321	4
ERR1528221	4
ERR1528300	4
ERR3200948	4
ERR3201261	4
ERR3201160	4
ERR3201365	4
ERR3201177	4
ERR3201157	4
ERR2631725	4
ERR1469684	4
ERR2631890	4
ERR3201350	4
ERR3201115	4
GCGS0707	4
GCGS0706	4
GCGS0558	4
GCGS0140	4
GCGS0591	4
GCGS0779	4
GCGS0676	4
GCGS0122	4
GCGS0483	4
GCGS0592	4
GCGS0858	4
GCGS0693	4
GCGS0234	4
GCGS0130	4
GCGS0695	4
GCGS1084	4
GCGS0677	4
GCGS0108	4
SRR3360889	4
GCGS0589	4
ERR2631928	4
ERR2631930	4
SRR969371	4
SRR969375	4
GCGS0710	4
GCGS0004	4
GCGS0664	4
GCGS0333	4
GCGS0002	4
GCGS0368	4
GCGS0493	4
GCGS0590	4
GCGS0238	4
GCGS0553	4
GCGS0551	4
GCGS0617	4
GCGS0446	4
GCGS1085	4
GCGS1071	4
GCGS0654	4
GCGS0487	4
GCGS1072	4
ERR3200895	4
ERR3200894	4
GCGS0448	4
GCGS0451	4
GCGS0656	4
GCGS0659	4
GCGS0452	4
GCGS0319	4
GCGS1026	4
GCGS0725	4
GCGS0058	4
GCGS0510	4
ERR388285	4
GCGS1100	4
GCGS0774	4
GCGS0799	4
GCGS0773	4
GCGS0861	4
GCGS1018	4
GCGS0480	4
GCGS0507	4
GCGS0689	4
GCGS0633	4
GCGS1087	4
GCGS1089	4
GCGS1080	4
GCGS1086	4
GCGS1088	4
GCGS0052	4
GCGS0132	4
ERR388341	4
ERR1549691	4
ERR1528199	4
ERR1469564	4
GCGS1054	4
GCGS1041	4
ERR3200854	4
GCGS0637	4
GCGS0731	4
GCGS0475	4
ERR1555232	4
GCGS1104	4
GCGS0632	4
GCGS0636	4
GCGS0419	4
GCGS0182	4
GCGS0220	4
GCGS0214	4
GCGS0020	4
GCGS1101	4
GCGS0776	4
GCGS0464	4
GCGS0094	4
GCGS0588	4
GCGS0711	4
GCGS0508	4
GCGS0712	4
GCGS1092	4
GCGS0148	4
GCGS0086	4
SRR2736139	4
GCGS0675	4
GCGS0196	4
GCGS0080	4
GCGS1037	4
GCGS1069	4
GCGS0042	4
GCGS0054	4
ERR2632037	4
ERR2631780	4
GCGS0754	4
SRR1661228	4
SRR2736204	4
SRR1661265	4
SRR2736193	4
SRR2736198	4
GCGS0568	4
GCGS0463	4
GCGS0609	4
ERR1469725	4
GCGS0491	4
GCGS0597	4
SRR3360684	4
SRR3360632	4
SRR3360618	4
ERR1528238	4
ERR1680298	4
ERR349896	4
ERR388297	4
SRR3360703	4
GCGS1094	4
GCGS1060	4
SRR3360627	4
GCGS0606	4
GCGS0650	4
GCGS0783	4
GCGS0639	4
ERR1469569	4
ERR3201069	4
SRR3360681	4
SRR3360851	4
GCGS0785	4
GCGS0686	4
GCGS0798	4
GCGS0490	4
GCGS0683	4
GCGS0278	4
GCGS0410	4
GCGS0628	4
GCGS0627	4
GCGS0684	4
GCGS0796	4
GCGS0506	4
GCGS0499	4
GCGS0629	4
ERR1602752	4
ERR3201035	4
ERR3201164	4
ERR3201033	4
ERR1555169	4
GCGS0690	4
GCGS0797	4
GCGS0385	4
GCGS0626	4
GCGS1098	4
GCGS0631	4
GCGS0775	4
GCGS0673	4
GCGS0625	4
GCGS0653	4
GCGS0414	4
GCGS0415	4
GCGS0411	4
GCGS0413	4
SRR969352	4
SRR2736146	4
SRR1661199	4
SRR1661184	4
GCGS0840	4
GCGS0381	4
GCGS0608	4
GCGS1023	4
ERR485169	4
ERR349969	4
ERR349974	4
SRR969393	4
ERR1549688	4
ERR1471126	4
ERR1514682	4
ERR2631887	4
ERR2631888	4
SRR5827334	4
SRR5827260	4
SRR5827330	4
SRR5827244	4
SRR5827191	4
SRR5827062	4
SRR5827069	4
SRR5827027	4
SRR5827314	4
SRR5827189	4
SRR5827136	4
SRR5827054	4
SRR5827284	4
SRR5827094	4
SRR5827413	4
GCGS0513	4
ERR3201358	4
ERR2631739	4
ERR2631736	4
ERR2631737	4
ERR3201182	4
ERR3201215	4
SRR3360944	4
SRR3360751	4
ERR388351	4
ERR388373	4
ERR388374	4
ERR388348	4
ERR388327	4
ERR388347	4
ERR388326	4
ERR388349	4
ERR388328	4
ERR388343	4
ERR388325	4
SRR3360610	4
SRR2736143	4
SRR1661258	4
SRR2736205	4
SRR2736270	4
SRR2736167	4
SRR2736175	4
SRR1661243	4
SRR1661226	4
SRR3360738	4
ERR349973	4
ERR1514807	4
ERR1528218	4
GCGS0444	4
ERR363592	6
DRR129086	6
ERR363593	6
DRR129088	6
DRR129091	6
ERR349906	6
SRR969380	6
DRR129092	6
SRR1661161	6
SRR1661166	6
ERR363584	6
DRR129089	6
DRR124696	6
DRR124825	6
DRR124844	6
DRR124813	6
DRR124835	6
DRR124868	6
DRR124826	6
DRR124823	6
DRR124802	6
DRR124803	6
SRR969385	6
GCGS0911	6
SRR2736260	6
GCGS0981	6
SRR2736209	6
GCGS0889	6
GCGS0105	6
SRR1661230	6
SRR1661231	6
GCGS1090	6
SRR1661262	6
SRR3361342	6
SRR3360752	6
SRR3360755	6
SRR3360617	6
SRR3360622	6
SRR3360733	6
GCGS0166	6
GCGS0178	6
GCGS0344	6
GCGS1077	6
GCGS1079	6
SRR969373	6
GCGS0382	6
GCGS0068	6
GCGS0076	6
GCGS0030	6
ERR363642	6
GCGS0114	6
GCGS0160	6
GCGS0028	6
GCGS0715	6
GCGS0716	6
GCGS1091	6
GCGS0920	6
GCGS0023	6
GCGS0944	6
GCGS0921	6
GCGS0989	6
GCGS0991	6
GCGS0982	6
GCGS0811	6
GCGS0974	6
GCGS0971	6
GCGS0916	6
GCGS0967	6
ERR3201109	6
ERR1560937	6
ERR1469595	6
ERR1469565	6
ERR1560897	6
ERR3201166	6
GCGS0972	6
GCGS0979	6
GCGS1012	6
GCGS0854	6
GCGS0033	6
GCGS0930	6
ERR1680310	6
ERR388308	6
GCGS1042	6
GCGS0053	6
GCGS0035	6
GCGS0069	6
GCGS0088	6
GCGS0087	6
GCGS1001	6
ERR388379	6
GCGS1068	6
ERR388288	6
GCGS1003	6
GCGS0946	6
GCGS0962	6
GCGS0065	6
GCGS0063	6
GCGS0181	6
GCGS0185	6
GCGS0945	6
GCGS0992	6
GCGS0965	6
GCGS0187	6
GCGS0179	6
GCGS0183	6
GCGS0847	6
GCGS0231	6
GCGS0995	6
GCGS0986	6
GCGS0984	6
GCGS0996	6
GCGS0997	6
GCGS0915	6
GCGS0998	6
GCGS0057	6
GCGS1056	6
GCGS0141	6
GCGS0143	6
GCGS0047	6
GCGS0835	6
GCGS0147	6
GCGS0043	6
GCGS0051	6
GCGS0039	6
GCGS0049	6
GCGS0046	6
GCGS0836	6
GCGS0045	6
GCGS1052	6
GCGS1051	6
GCGS1049	6
GCGS1057	6
GCGS0973	6
GCGS0874	6
SRR3360628	6
SRR969384	6
ERR363669	6
ERR388352	6
ERR1560946	6
ERR1469591	6
GCGS0876	6
GCGS0943	6
GCGS0875	6
GCGS0882	6
GCGS0880	6
GCGS0877	6
GCGS0878	6
SRR2736266	6
SRR2736276	6
SRR1661278	6
SRR3360619	6
SRR3360719	6
GCGS0163	6
GCGS0848	6
GCGS0055	6
GCGS0085	6
SRR1661270	6
GCGS0129	6
GCGS0833	6
ERR388416	6
ERR388335	6
GCGS0929	6
ERR388280	6
SRR3360674	6
GCGS1078	6
GCGS0851	6
GCGS0151	6
GCGS0897	6
GCGS0898	6
GCGS0895	6
GCGS0902	6
GCGS0119	6
GCGS0896	6
GCGS0899	6
GCGS0903	6
GCGS0900	6
GCGS0117	6
GCGS0970	6
GCGS0901	6
GCGS0019	6
GCGS0029	6
GCGS0025	6
GCGS0115	6
GCGS0239	6
GCGS0111	6
GCGS0109	6
GCGS0031	6
GCGS0113	6
GCGS0027	6
GCGS0873	6
GCGS0017	6
GCGS0107	6
GCGS1002	6
GCGS0021	6
GCGS0841	6
GCGS0037	6
GCGS0914	6
GCGS0910	6
GCGS0077	6
GCGS0969	6
GCGS0977	6
GCGS0988	6
GCGS0844	6
GCGS0757	6
GCGS0102	6
GCGS0059	6
GCGS0124	6
GCGS0137	6
GCGS0980	6
GCGS1000	6
SRR1661279	6
SRR1661233	6
GCGS0237	6
GCGS0189	6
ERR388309	6
GCGS0001	6
GCGS0177	6
GCGS0740	6
GCGS0884	6
GCGS0924	6
GCGS0886	6
GCGS0949	6
GCGS0885	6
GCGS0888	6
SRR969356	6
GCGS0862	6
GCGS0864	6
GCGS0933	6
GCGS0837	6
GCGS0985	6
GCGS0863	6
GCGS0822	6
GCGS0104	6
GCGS0041	6
ERR388366	6
GCGS0165	6
GCGS0205	6
GCGS0241	6
ERR388392	6
ERR388412	6
ERR388390	6
ERR388389	6
ERR485170	6
ERR388397	6
SRR7226405	6
SRR2736220	6
ERR1514798	6
ERR1528320	6
ERR1528281	6
SRR7226396	6
SRR7226400	6
SRR1661248	6
ERR2631983	6
SRR1661308	6
SRR3360718	6
ERR1602792	6
SRR3360702	6
SRR1661259	6
GCGS0922	6
ERR1602767	6
SRR1661250	6
GCGS0999	6
SRR3360686	6
GCGS0891	6
GCGS0892	6
GCGS0893	6
ERR1555239	6
ERR1514709	6
ERR1469617	6
ERR1469632	6
ERR1555241	6
ERR3201229	6
ERR3201056	6
ERR3201255	6
ERR1837105	6
ERR1469760	6
ERR2631972	6
ERR2631900	6
ERR1528249	6
ERR3201340	6
GCGS0838	6
GCGS0940	6
GCGS0939	6
GCGS0868	6
GCGS0906	6
ERR2133965	6
ERR2133963	6
ERR2133964	6
ERR2133961	6
ERR2133960	6
ERR2133962	6
ERR1528247	6
ERR2631798	6
ERR3200990	6
ERR3201110	6
ERR3201359	6
ERR2631970	6
ERR3201023	6
ERR3201053	6
GCGS0881	6
GCGS0131	6
GCGS1016	6
SRR3360659	6
SRR3360616	6
SRR3360711	6
SRR3361344	6
SRR3361310	6
SRR3360612	6
GCGS1005	6
GCGS0983	6
GCGS0942	6
ERR3201156	6
SRR1661210	6
SRR3360731	6
SRR3360723	6
SRR7226409	6
SRR7226411	6
ERR1549785	6
ERR1560852	6
SRR1661283	6
ERR3201113	6
GCGS0919	6
ERR3201294	6
ERR3201042	6
GCGS0722	6
GCGS0978	6
GCGS0233	6
GCGS0879	6
GCGS0923	6
GCGS1010	6
GCGS0780	6
GCGS0935	6
GCGS0905	6
ERR1837128	6
ERR1469749	6
ERR1560918	6
ERR1560820	6
ERR1560834	6
ERR1560832	6
ERR1560794	6
ERR1560823	6
ERR1560821	6
SRR7226418	6
ERR1528197	6
ERR1528209	6
ERR1560796	6
ERR1560818	6
ERR1560824	6
ERR1560858	6
ERR1560780	6
ERR1560822	6
SRR3361354	6
ERR1680315	6
GCGS1011	6
ERR1528188	6
ERR1528187	6
ERR1469563	6
ERR1549679	6
ERR1469761	6
SRR4343301	6
ERR1528175	6
ERR1514835	6
ERR1514837	6
ERR1528185	6
ERR1528203	6
ERR1528301	6
ERR1549697	6
ERR1528280	6
ERR1469738	6
ERR1469735	6
ERR1469709	6
ERR1469714	6
ERR388408	6
ERR1471135	6
ERR1555201	6
ERR1469708	6
ERR1560884	6
ERR1469713	6
ERR1469712	6
ERR1680305	6
ERR1514688	6
ERR1514708	6
ERR1514715	6
ERR1514712	6
ERR1514703	6
ERR1514683	6
ERR1514684	6
ERR1528160	6
ERR1555223	6
ERR1555222	6
ERR1555227	6
SRR3360648	6
SRR3360748	6
SRR3357288	6
ERR3200837	6
SRR3361311	6
SRR3360743	6
SRR3360712	6
SRR3357186	6
SRR3357194	6
SRR3361312	6
SRR3360645	6
ERR1555229	6
SRR3357263	6
GCGS0842	6
SRR7226403	6
SRR7226397	6
SRR7226385	6
SRR7226381	6
ERR3201341	6
ERR3201345	6
ERR2631754	6
ERR2631989	6
ERR3201353	6
GCGS0781	6
GCGS0934	6
GCGS0927	6
GCGS0887	6
GCGS0155	6
GCGS0937	6
GCGS1004	6
GCGS0936	6
GCGS0976	6
GCGS0975	6
ERR2631935	6
ERR3200900	6
ERR2631834	6
ERR2631844	6
GCGS0932	6
GCGS1006	6
GCGS0966	6
GCGS0089	6
GCGS0157	6
GCGS0990	6
GCGS0869	6
ERR3201263	6
ERR3201198	6
ERR3201222	6
ERR1469636	6
SRR1661298	6
SRR3360753	6
SRR3360714	6
SRR1661196	6
SRR2736160	6
SRR2736163	6
SRR1661209	6
SRR2736162	6
ERR2133942	6
ERR2133943	6
SRR5827283	6
SRR1661292	6
WHO_Y	6
ERR388381	6
GCGS1007	6
ERR388282	6
GCGS0913	6
ERR388307	6
GCGS0227	6
GCGS0229	6
GCGS0145	6
GCGS0005	6
GCGS0093	6
GCGS0091	6
ERR388281	6
ERR1528327	6
ERR1514686	6
ERR1560841	6
ERR1680297	6
ERR1469576	6
GCGS0912	6
ERR3201372	6
SRR5827141	6
SRR7226379	6
ERR1549684	6
ERR388287	6
ERR1560913	6
ERR1560902	6
ERR1560901	6
ERR1560806	6
ERR1469663	6
ERR1560893	6
GCGS0987	6
SRR3357011	6
SRR3357191	6
SRR3357192	6
SRR3357252	6
SRR3357028	6
SRR3357181	6
SRR3360707	6
SRR3361347	6
GCGS1008	6
GCGS1009	6
GCGS0909	6
ERR388314	6
SRR3361321	6
DRR124832	6
ERR363613	6
DRR124876	6
DRR124830	6
DRR124827	6
DRR124838	6
DRR124840	6
DRR124692	6
DRR124690	6
DRR124834	6
DRR124884	6
DRR124870	6
DRR124878	6
DRR124794	6
DRR124786	6
DRR124785	6
DRR124882	6
DRR124847	6
DRR124841	6
DRR124796	6
DRR124815	6
ERR1469635	6
ERR1471122	6
ERR1471143	6
SRR1661187	6
SRR969346	6
SRR3357157	6
ERR1514795	6
SRR3361325	6
SRR3360633	6
SRR3361337	6
ERR1560903	6
ERR1560943	6
SRR7226407	6
ERR1469612	6
ERR1471138	6
ERR1469606	6
ERR3201096	6
ERR1469695	6
SRR5827373	6
SRR5827202	6
SRR5827032	6
SRR5827318	6
ERR1528143	6
ERR1528217	6
ERR1560853	6
ERR1560826	6
ERR1560851	6
ERR1555240	6
ERR1560784	6
ERR485167	6
SRR2736224	6
SRR2736226	6
SRR2736244	6
SRR2736245	6
SRR2736228	6
SRR2736247	6
SRR2736248	6
SRR2736230	6
SRR2736246	6
SRR2736241	6
SRR2736258	6
SRR2736277	6
SRR2736232	6
SRR2736259	6
SRR2736254	6
SRR2736265	6
SRR2736263	6
SRR2736279	6
SRR2736264	6
SRR2736227	6
SRR2736229	6
SRR1661274	6
SRR1661276	6
SRR1661284	6
SRR1661254	6
SRR1661269	6
GCGS0968	6
SRR1661268	6
SRR1661272	6
GCGS0767	6
ERR1514773	6
ERR1514763	6
ERR388405	6
ERR388409	6
ERR388413	6
SRR969365	6
SRR969386	6
ERR388380	6
ERR1680300	6
ERR1469681	6
ERR1469679	6
ERR1514677	6
ERR1680299	6
ERR1514721	6
ERR1514759	6
ERR1514776	6
ERR1528231	6
ERR1528232	6
ERR1549678	6
ERR1549683	6
ERR1514718	6
ERR1528183	6
ERR1528158	6
ERR1528177	6
ERR1514836	6
ERR1528153	6
ERR1514687	6
ERR1514705	6
ERR2133987	6
ERR2133986	6
ERR388407	6
ERR485171	6
ERR388411	6
ERR1514691	6
ERR1680306	6
ERR1469665	6
ERR1528126	6
ERR1514692	6
ERR1514701	6
ERR1469619	6
ERR1560949	6
ERR1560950	6
ERR1514785	6
ERR1514713	6
ERR1514784	6
ERR1469680	6
ERR388388	6
ERR388385	6
ERR1514675	6
ERR1549681	6
ERR1549689	6
ERR1514707	6
ERR1549687	6
SRR7226408	6
ERR1528172	6
ERR1528171	6
ERR1471123	6
SRR2736150	6
SRR1661173	6
SRR1661200	6
GCGS0066	6
SRR1661202	6
GCGS0061	6
ERR3201248	6
GCGS0127	6
GCGS0242	6
ERR1680314	6
ERR3201107	6
GCGS0856	6
GCGS0938	6
ERR3201003	6
ERR3200831	6
ERR3200832	6
GCGS0849	6
GCGS0917	6
GCGS0918	6
SRR3360709	6
SRR3360658	6
ERR1549784	6
ERR1560825	6
ERR1560860	6
ERR1560837	6
ERR1560816	6
ERR1555202	6
ERR1555221	6
ERR1528133	6
ERR1469590	6
ERR1469577	6
ERR1469572	6
ERR1469745	6
ERR1560947	6
ERR1555224	6
ERR1560855	6
ERR1560861	6
SRR7226390	6
SRR7226395	6
GCGS0075	6
GCGS0759	6
GCGS0007	6
GCGS0097	6
GCGS0095	6
GCGS0872	6
GCGS0003	6
GCGS0103	6
GCGS0159	6
GCGS0125	6
GCGS0195	6
GCGS0133	6
GCGS0123	6
GCGS0908	6
GCGS0834	6
GCGS0139	6
GCGS0121	6
GCGS0135	6
GCGS0894	6
GCGS0883	6
GCGS0904	6
SRR3360728	6
GCGS0101	6
ERR2631818	6
ERR3201370	6
ERR3201027	6
SRR3360693	6
ERR3201037	6
GCGS0081	6
GCGS0079	6
GCGS0993	6
GCGS0871	6
GCGS0235	6
GCGS0994	6
GCGS0947	6
GCGS0955	6
GCGS0959	6
GCGS0951	6
GCGS0954	6
GCGS0961	6
GCGS0956	6
GCGS0950	6
GCGS0963	6
GCGS0958	6
GCGS0957	6
GCGS0953	6
GCGS0960	6
GCGS0952	6
GCGS0948	6
SRR1661307	6
SRR1661201	6
SRR1661215	6
SRR1661271	6
SRR1661315	6
SRR2736222	6
SRR2736223	6
ERR1837121	6
ERR3200967	6
SRR1661310	6
SRR1661203	6
SRR1661206	6
GCGS0067	6
SRR3361329	6
SRR2736280	6
GCGS0925	6
ERR1549729	6
ERR1549732	6
ERR1549728	6
ERR1549745	6
ERR1549734	6
ERR1528207	6
ERR1528220	6
ERR1528219	6
ERR1514803	6
ERR1514804	6
ERR1514812	6
ERR1514821	6
ERR1555228	6
ERR1514813	6
ERR1514815	6
ERR1514814	6
ERR1514823	6
ERR1514818	6
ERR1514816	6
ERR1514806	6
ERR1514799	6
ERR1469676	6
ERR1528224	6
ERR1528142	6
ERR1528146	6
SRR7226393	6
ERR1602785	6
ERR1602756	6
ERR1514697	6
DRR129087	6
ERR363583	6
SRR2736096	6
SRR2736114	6
DRR129099	6
DRR129095	6
DRR129098	6
DRR129097	6
DRR129096	6
DRR129100	6
ERR363611	3
WHO_V	3
GCGS0152	3
ERR1514810	12
ERR1528314	12
ERR1514797	12
ERR1514822	12
ERR1514805	12
GCGS0708	12
GCGS0034	12
GCGS0860	12
SRR2736154	12
GCGS0082	12
ERR449466	12
SRR5827361	12
ERR3201052	12
ERR388444	18
ERR349891	18
ERR3201280	18
ERR2631925	18
ERR1204788	18
GCGS0678	18
ERR2632000	18
ERR388451	17
ERR388422	17
DRR117952	17
DRR117960	17
DRR117981	17
DRR117953	17
DRR124872	17
DRR124792	17
DRR124782	17
DRR124783	17
ERR1602746	17
ERR1602745	17
ERR1602747	17
DRR124747	17
DRR124775	17
DRR124776	17
SRR2736216	17
SRR1661293	17
ERR1555167	17
SRR7226412	17
SRR7226414	17
SRR5827112	17
SRR5827321	17
ERR2631973	17
ERR2631992	17
ERR2631987	17
ERR2631988	17
ERR388429	17
ERR388430	17
ERR363648	25
SRR3360924	25
SRR3360646	25
GCGS0074	25
ERR1204778	25
ERR2631977	25
ERR2631777	25
GCGS0339	25
ERR3201108	25
ERR2632042	25
ERR3200817	25
ERR3201080	25
ERR2631936	25
ERR2632003	25
ERR3200845	25
ERR1514817	25
ERR1528319	25
ERR1514829	25
ERR1514809	25
ERR3201170	25
ERR3201199	25
ERR3201144	25
ERR1204805	25
ERR2632036	25
GCGS0394	25
ERR3201355	25
SRR5827222	25
SRR5827384	25
ERR3201046	25
ERR3200839	25
ERR3200868	25
ERR3201067	25
ERR2631836	25
ERR2631835	25
ERR3201111	25
ERR3201019	25
ERR2631870	25
ERR3200909	25
ERR2631861	25
ERR2631959	25
ERR3201090	25
ERR2631759	25
ERR3201079	25
ERR1204783	25
ERR1204795	25
ERR3200954	25
ERR3200915	25
ERR3201327	25
ERR2631774	25
ERR3200921	25
ERR2631921	25
ERR3200853	25
ERR3201000	25
ERR1549758	25
ERR3201007	25
ERR3201374	25
ERR1204791	25
ERR3201190	25
ERR3201049	25
ERR3201116	25
ERR3200825	25
ERR3201054	25
ERR3201167	25
ERR2631797	25
ERR3200903	25
ERR1560908	25
ERR1602776	25
ERR1469613	25
ERR1471139	25
SRR5827018	25
SRR5827285	25
SRR5827208	25
ERR1549714	25
ERR1549716	25
ERR1528275	25
ERR1549713	25
ERR3200931	25
ERR3201283	25
ERR3200858	25
SRR5827057	25
ERR363670	20
ERR349959	20
ERR449490	20
ERR349940	20
ERR349932	20
ERR349941	20
ERR363615	20
SRR3360713	20
GCGS0330	20
ERR1560872	20
SRR5827329	20
SRR5827258	20
SRR5827226	20
SRR5827291	20
ERR1471128	20
ERR1560878	20
ERR3201137	20
ERR1469748	20
ERR1555180	20
ERR1469607	20
ERR1469728	20
ERR1528134	20
ERR1555158	20
ERR1764360	20
ERR2631738	20
ERR3201246	20
ERR1555203	20
ERR3200983	20
ERR1471134	20
ERR1469605	20
ERR1469615	20
ERR1469622	20
ERR1514678	20
ERR1469711	20
ERR1549702	20
ERR1528264	20
ERR1680317	20
ERR1514761	20
ERR1528248	20
ERR1469718	20
ERR1528136	20
ERR1555159	20
ERR2631889	20
ERR1469589	20
ERR1469587	20
ERR1514796	20
SRR5827248	20
ERR1680308	20
ERR1602786	20
ERR1602796	20
ERR1514752	20
ERR1680320	20
ERR1602775	20
GCGS0562	20
ERR1555174	20
ERR1555185	20
ERR1555192	20
ERR2632011	20
ERR1549693	20
SRR2736149	20
ERR363610	20
ERR3201051	20
ERR1469723	20
ERR1469732	20
DRR124753	20
ERR1469743	20
GCGS0585	20
ERR388316	20
ERR449468	20
ERR388317	20
ERR388391	20
ERR388358	20
ERR388361	20
SRR5827148	20
ERR2631998	20
ERR1560938	20
ERR1560928	20
GCGS0040	20
SRR5827218	20
GCGS0024	20
ERR1602791	20
ERR1602789	20
ERR1528156	20
SRR3357289	20
ERR388398	20
ERR1560887	20
ERR363612	20
ERR1469603	20
ERR1528242	20
SRR1661179	20
DRR124735	10
DRR124734	10
DRR124719	10
DRR124709	10
DRR124752	10
DRR117964	10
DRR124705	10
DRR124863	10
DRR124865	10
DRR124816	10
DRR124694	10
DRR124769	10
DRR124877	10
DRR124829	10
DRR124691	10
DRR124698	10
DRR124860	10
ERR388424	10
ERR388426	10
ERR363581	10
SRR1661158	10
ERR363590	10
WHO_W	10
ERR363594	10
ERR363589	10
ERR363588	10
ERR363595	10
SRR1661326	10
SRR969378	10
SRR1661164	10
ERR1602761	10
ERR1602749	10
DRR124711	10
DRR124849	10
GCGS0926	10
ERR1549706	10
ERR1469739	10
ERR1469575	10
ERR1469696	10
ERR1514756	10
DRR117957	10
DRR124716	10
DRR124760	10
DRR124761	10
DRR124842	10
DRR124814	10
DRR124717	10
DRR124880	10
DRR124856	10
DRR124697	10
DRR117959	10
DRR124845	10
DRR117974	10
DRR117980	10
DRR124788	10
DRR124891	10
DRR124804	10
DRR124805	10
DRR124831	10
DRR117968	10
DRR117991	10
DRR124726	10
DRR117958	10
DRR117984	10
DRR117972	10
WHO_X	10
DRR117992	10
DRR124699	10
DRR124700	10
DRR124701	10
DRR117963	10
DRR124770	10
DRR117996	10
DRR117967	10
DRR117985	10
DRR117978	10
DRR117993	10
DRR117962	10
DRR124757	10
DRR124777	10
DRR117990	10
DRR117982	10
DRR124740	10
DRR124778	10
DRR124739	10
DRR124866	10
DRR124741	10
DRR124742	10
DRR124857	10
DRR124883	10
DRR117994	10
DRR117995	10
DRR117975	10
DRR117970	10
DRR117983	10
DRR124754	10
DRR124839	10
WHO_Z	10
DRR124728	10
DRR124729	10
DRR117966	10
DRR117977	10
DRR117969	10
DRR117976	10
DRR117973	10
DRR117961	10
SRR1661195	10
ERR363604	10
ERR363605	10
ERR363591	10
ERR363582	10
ERR485172	10
ERR388425	10
ERR388427	10
ERR349915	10
ERR363580	10
DRR129083	10
GCGS0624	28
ERR1528317	28
ERR1680301	28
SRR5827374	28
SRR5827316	28
SRR5827234	28
SRR5827236	28
SRR5827221	28
SRR5827350	28
SRR5827289	28
SRR5827389	28
SRR5827261	28
SRR5827048	28
SRR5827047	28
SRR5827123	28
SRR5827247	28
SRR5827377	28
SRR5827380	28
SRR5827091	28
SRR5827200	28
ERR388452	28
SRR1661329	28
ERR363586	28
SRR969374	28
ERR388450	28
SRR1661325	28
ERR363606	28
ERR363599	28
ERR363587	28
ERR1528304	28
ERR349951	28
ERR388443	28
ERR388440	28
ERR388359	28
SRR5827201	28
ERR388433	28
ERR363625	28
ERR1469750	28
ERR1469734	28
