Node	Total SNPs	Num of SNPs inside recombinations	Num of SNPs outside recombinations	Num of Recombination Blocks	Bases in Recombinations	r/m	rho/theta	Genome Length	Bases in Clonal Frame
ERR3200893	55	24	31	3	484577	0.774194	0.096774	2139091	1670222
ERR3200894	0	0	0	0	511899	0.000000	0.000000	2188519	1680365
ERR3200895	1	0	1	0	511899	0.000000	0.000000	2189319	1680793
ERR3200896	0	0	0	0	486893	0.000000	0.000000	2152596	1673230
ERR3200830	77	66	11	4	396858	6.000000	0.363636	2149475	1771193
ERR3200812	3	0	3	0	468669	0.000000	0.000000	2140491	1678519
ERR3200897	0	0	0	0	522539	0.000000	0.000000	2115353	1612015
ERR3200898	71	36	35	5	555175	1.028571	0.142857	2112820	1584498
ERR3200899	615	568	47	18	501871	12.085107	0.382979	2122784	1688422
ERR3200900	0	0	0	0	518646	0.000000	0.000000	2187037	1674992
ERR3200901	1082	806	276	23	493408	2.920290	0.083333	2135363	1662132
ERR3200902	4	0	4	0	518770	0.000000	0.000000	2105750	1606708
ERR3200903	354	339	15	4	506927	22.600000	0.266667	2104877	1624941
ERR3200904	470	309	161	16	418063	1.919255	0.099379	2133667	1770815
ERR3200905	183	30	153	4	420175	0.196078	0.026144	2141540	1735169
ERR3200906	383	335	48	6	623863	6.979167	0.125000	2134406	1537648
ERR3200831	0	0	0	0	511559	0.000000	0.000000	2180317	1677978
ERR3200907	647	429	218	17	493688	1.967890	0.077982	2123788	1671954
ERR3200908	20	9	11	2	532808	0.818182	0.181818	2109886	1598353
ERR3200909	0	0	0	0	533018	0.000000	0.000000	2164425	1647617
ERR3200910	100	84	16	5	454808	5.250000	0.312500	2149178	1713908
ERR3200911	0	0	0	0	568275	0.000000	0.000000	2120965	1573300
ERR3200912	13	7	6	1	511130	1.166667	0.166667	2133780	1634312
ERR3200913	493	253	240	10	436313	1.054167	0.041667	2137019	1738016
ERR3200914	0	0	0	0	442246	0.000000	0.000000	2087993	1663529
ERR3200915	4	0	4	0	532917	0.000000	0.000000	2107821	1595427
ERR3200916	0	0	0	0	471861	0.000000	0.000000	2130978	1670555
ERR3200832	4	0	4	0	511559	0.000000	0.000000	2180345	1678338
ERR3200917	4	0	4	0	501857	0.000000	0.000000	2186404	1691145
ERR3200918	295	217	78	13	493366	2.782051	0.166667	2090929	1624858
ERR3200919	4	0	4	0	492411	0.000000	0.000000	2138512	1671303
ERR3200920	1351	839	512	28	494399	1.638672	0.054688	2136920	1677614
ERR3200921	0	0	0	0	529150	0.000000	0.000000	2105316	1597218
ERR3200922	9	0	9	0	510539	0.000000	0.000000	2110120	1616172
ERR3200923	558	468	90	23	487475	5.200000	0.255556	2121869	1680209
ERR3200924	0	0	0	0	532888	0.000000	0.000000	2107956	1593629
ERR3200925	0	0	0	0	497301	0.000000	0.000000	2136335	1655679
ERR3200926	324	282	42	9	451439	6.714286	0.214286	2088053	1663885
ERR3200833	0	0	0	0	521842	0.000000	0.000000	2118417	1616222
ERR3200927	0	0	0	0	491913	0.000000	0.000000	2142304	1672508
ERR3200928	750	506	244	22	417467	2.073771	0.090164	2139041	1784200
ERR3200929	263	248	15	9	567315	16.533333	0.600000	2111891	1584840
ERR3200930	639	485	154	17	445030	3.149351	0.110390	2133904	1723930
ERR3200931	757	647	110	22	564277	5.881818	0.200000	2158565	1674357
ERR3200932	0	0	0	0	518171	0.000000	0.000000	2107682	1604769
ERR3200933	1	0	1	0	413739	0.000000	0.000000	2152553	1743939
ERR3200934	120	77	43	5	485029	1.790698	0.116279	2150372	1680918
ERR3200935	58	43	15	4	447756	2.866667	0.266667	2089890	1666236
ERR3200936	2013	1507	506	32	449789	2.978261	0.063241	2144245	1819923
ERR3200834	1	0	1	0	532808	0.000000	0.000000	2108896	1596451
ERR3200937	1	0	1	0	501857	0.000000	0.000000	2184835	1690346
ERR3200938	36	0	36	0	413739	0.000000	0.000000	2150752	1742532
ERR3200939	0	0	0	0	500534	0.000000	0.000000	2104302	1614158
ERR3200940	0	0	0	0	413739	0.000000	0.000000	2149765	1741673
ERR3200941	3	0	3	0	518771	0.000000	0.000000	2109098	1608219
ERR3200942	4	0	4	0	413739	0.000000	0.000000	2148382	1740369
ERR3200943	3	0	3	0	532808	0.000000	0.000000	2101761	1591316
ERR3200944	122	103	19	9	541254	5.421052	0.473684	2108964	1587560
ERR3200945	0	0	0	0	532808	0.000000	0.000000	2105193	1593760
ERR3200946	507	429	78	7	513252	5.500000	0.089744	2100110	1614399
ERR3200835	9	0	9	0	482010	0.000000	0.000000	2198068	1722372
ERR3200947	21	8	13	1	619407	0.615385	0.076923	2131660	1539122
ERR3200948	0	0	0	0	486011	0.000000	0.000000	2190271	1712924
ERR3200949	216	187	29	10	533468	6.448276	0.344828	2114255	1607360
ERR3200951	119	97	22	5	491577	4.409091	0.227273	2199727	1714708
ERR3200952	0	0	0	0	409326	0.000000	0.000000	2150680	1756613
ERR3200954	0	0	0	0	537261	0.000000	0.000000	2163434	1643464
ERR3200955	0	0	0	0	566809	0.000000	0.000000	2112605	1580366
ERR3200956	89	41	48	3	527264	0.854167	0.062500	2136229	1629729
ERR3200836	34	26	8	2	417497	3.250000	0.250000	2151137	1742154
ERR3200957	0	0	0	0	448389	0.000000	0.000000	2153401	1713987
ERR3200958	8	0	8	0	577304	0.000000	0.000000	2132976	1581803
ERR3200959	43	5	38	1	428340	0.131579	0.026316	2134754	1719827
ERR3200960	4	0	4	0	431298	0.000000	0.000000	2147331	1725839
ERR3200961	0	0	0	0	442872	0.000000	0.000000	2151119	1715388
ERR3200962	8	6	2	1	619407	3.000000	0.500000	2133588	1541703
ERR3200964	0	0	0	0	431298	0.000000	0.000000	2146302	1725368
ERR3200965	2	0	2	0	533555	0.000000	0.000000	2117898	1605015
ERR3200966	0	0	0	0	532888	0.000000	0.000000	2118050	1603468
ERR3200837	28	0	28	0	498127	0.000000	0.000000	2187829	1697699
ERR3200967	0	0	0	0	485481	0.000000	0.000000	2183068	1707305
ERR3200968	1372	1128	244	25	519212	4.622951	0.102459	2100019	1646432
ERR3200969	0	0	0	0	482989	0.000000	0.000000	2124095	1645879
ERR3200970	0	0	0	0	448389	0.000000	0.000000	2151671	1711090
ERR3200971	9	0	9	0	522119	0.000000	0.000000	2110748	1600140
ERR3200972	2	0	2	0	619407	0.000000	0.000000	2134194	1542401
ERR3200973	306	228	78	13	494301	2.923077	0.166667	2114610	1642283
ERR3200974	0	0	0	0	547416	0.000000	0.000000	2144594	1603586
ERR3200975	0	0	0	0	518171	0.000000	0.000000	2109141	1609749
ERR3200976	0	0	0	0	486389	0.000000	0.000000	2198838	1717067
ERR3200838	17	6	11	1	478677	0.545455	0.090909	2086127	1621840
ERR3200977	5	0	5	0	518769	0.000000	0.000000	2108931	1608357
ERR3200978	0	0	0	0	573507	0.000000	0.000000	2115855	1560970
ERR3200979	12	0	12	0	532071	0.000000	0.000000	2108108	1595552
ERR3200980	92	69	23	8	535437	3.000000	0.347826	2132699	1621447
ERR3200981	914	536	378	27	382913	1.417989	0.071429	2134944	1818250
ERR3200982	281	222	59	7	498704	3.762712	0.118644	2133507	1652201
ERR3200983	0	0	0	0	486546	0.000000	0.000000	2155586	1682911
ERR3200984	178	119	59	10	517831	2.016949	0.169492	2113782	1616854
ERR3200985	2	0	2	0	532888	0.000000	0.000000	2106770	1593261
ERR3200986	15	13	2	2	522586	6.500000	1.000000	2110374	1607245
ERR3200839	16	0	16	0	500916	0.000000	0.000000	2109441	1626646
ERR3200987	127	104	23	7	457443	4.521739	0.304348	2148647	1718727
ERR3200988	1	0	1	0	524263	0.000000	0.000000	2115508	1608585
ERR3200989	0	0	0	0	524264	0.000000	0.000000	2111472	1606218
ERR3200990	0	0	0	0	501388	0.000000	0.000000	2179187	1686904
ERR3200991	2	0	2	0	413739	0.000000	0.000000	2151504	1743194
ERR3200992	4	0	4	0	521877	0.000000	0.000000	2111617	1609660
ERR3200993	9	0	9	0	518171	0.000000	0.000000	2108308	1605595
ERR3200994	0	0	0	0	476213	0.000000	0.000000	2172346	1701366
ERR3200995	144	102	42	4	439507	2.428571	0.095238	2088981	1675623
ERR3200996	1140	1079	61	25	602701	17.688524	0.409836	2168020	1602095
ERR3200840	0	0	0	0	527264	0.000000	0.000000	2135326	1629106
ERR3200813	0	0	0	0	389437	0.000000	0.000000	2149281	1773194
ERR3200997	169	153	16	6	522539	9.562500	0.375000	2115011	1612366
ERR3200998	53	37	16	2	529968	2.312500	0.125000	2134664	1626497
ERR3200999	8	6	2	1	435395	3.000000	0.500000	2149653	1719783
ERR3201000	1	0	1	0	528973	0.000000	0.000000	2103023	1596356
ERR3201001	2	0	2	0	445750	0.000000	0.000000	2142604	1706816
ERR3201002	0	0	0	0	445750	0.000000	0.000000	2142606	1708624
ERR3201003	0	0	0	0	511559	0.000000	0.000000	2174919	1673099
ERR3201004	264	235	29	11	571833	8.103448	0.379310	2117752	1592530
ERR3201005	4	0	4	0	413739	0.000000	0.000000	2149410	1741399
ERR3201006	0	0	0	0	556399	0.000000	0.000000	2149802	1605806
ERR3200841	0	0	0	0	537489	0.000000	0.000000	2118480	1598248
ERR3201007	0	0	0	0	528973	0.000000	0.000000	2103656	1595440
ERR3201008	0	0	0	0	384083	0.000000	0.000000	2143837	1768884
ERR3201009	172	146	26	7	446618	5.615385	0.269231	2144701	1723769
ERR3201010	2	0	2	0	556476	0.000000	0.000000	2106543	1570836
ERR3201011	1485	1294	191	32	529201	6.774869	0.167539	2145780	1743919
ERR3201012	25	22	3	2	521341	7.333333	0.666667	2114702	1616054
ERR3201013	0	0	0	0	516899	0.000000	0.000000	2115795	1619132
ERR3201014	0	0	0	0	524263	0.000000	0.000000	2113300	1608082
ERR3201015	0	0	0	0	538009	0.000000	0.000000	2113161	1592770
ERR3201016	1	0	1	0	524925	0.000000	0.000000	2110595	1604761
ERR3200842	1	0	1	0	502548	0.000000	0.000000	2138625	1656339
ERR3201017	34	20	14	3	545392	1.428571	0.214286	2112650	1585020
ERR3201018	52	9	43	2	427694	0.209302	0.046512	2136767	1721630
ERR3201019	0	0	0	0	511950	0.000000	0.000000	2108065	1614395
ERR3201020	0	0	0	0	527333	0.000000	0.000000	2114142	1605651
ERR3200843	1	0	1	0	526686	0.000000	0.000000	2103503	1599708
ERR3200844	70	40	30	4	520806	1.333333	0.133333	2135282	1633998
ERR3200845	8	0	8	0	476496	0.000000	0.000000	2115076	1652367
ERR3200846	141	110	31	9	367018	3.548387	0.290323	2138998	1781996
ERR3200847	8	0	8	0	451763	0.000000	0.000000	2154521	1711312
ERR3200848	0	0	0	0	527188	0.000000	0.000000	2113474	1607701
ERR3200849	0	0	0	0	531264	0.000000	0.000000	2146156	1627993
ERR3200850	13	0	13	0	429058	0.000000	0.000000	2093816	1682334
ERR3200814	1707	1016	691	22	422477	1.470333	0.031838	2143730	1768930
ERR3200851	200	125	75	10	528185	1.666667	0.133333	2115751	1609799
ERR3200852	903	819	84	24	484440	9.750000	0.285714	2121769	1705112
ERR3200853	12	8	4	1	528973	2.000000	0.250000	2109856	1600999
ERR3200854	895	534	361	20	507495	1.479224	0.055402	2197635	1699100
ERR3200855	120	115	5	5	541128	23.000000	1.000000	2109609	1591961
ERR3200856	72	21	51	2	415892	0.411765	0.039216	2153391	1742613
ERR3200857	1	0	1	0	494207	0.000000	0.000000	2198618	1711114
ERR3200858	721	631	90	17	508280	7.011111	0.188889	2115111	1649975
ERR3200859	6	0	6	0	459322	0.000000	0.000000	2088821	1649380
ERR3200815	0	0	0	0	352555	0.000000	0.000000	2092976	1753524
ERR3200816	734	645	89	16	480826	7.247191	0.179775	2116202	1692484
ERR3200817	2	0	2	0	476496	0.000000	0.000000	2118764	1655968
ERR3200818	2695	1155	1540	25	341910	0.750000	0.016234	2096275	1787868
ERR3200819	0	0	0	0	521624	0.000000	0.000000	2113105	1605811
ERR3201021	0	0	0	0	412899	0.000000	0.000000	2143858	1742635
ERR3201022	2	0	2	0	537127	0.000000	0.000000	2126615	1601976
ERR3201023	11	0	11	0	501090	0.000000	0.000000	2176634	1684598
ERR3201024	0	0	0	0	511130	0.000000	0.000000	2130154	1631040
ERR3201025	1	0	1	0	519432	0.000000	0.000000	2108106	1608094
ERR3201026	4	0	4	0	412899	0.000000	0.000000	2140961	1739998
ERR3201027	106	80	26	4	578696	3.076923	0.153846	2177324	1614283
ERR3201028	0	0	0	0	510539	0.000000	0.000000	2111581	1618183
ERR3201029	127	117	10	2	521877	11.700000	0.200000	2113118	1610695
ERR3201030	10	0	10	0	536845	0.000000	0.000000	2143053	1618425
ERR3201031	0	0	0	0	490212	0.000000	0.000000	2074039	1599506
ERR3201032	132	88	44	6	520222	2.000000	0.136364	2107368	1611313
ERR3201033	0	0	0	0	528692	0.000000	0.000000	2183264	1662084
ERR3201034	2216	1649	567	40	592530	2.908289	0.070547	2085863	1625535
ERR3201035	0	0	0	0	528692	0.000000	0.000000	2184498	1663553
ERR3201036	0	0	0	0	527118	0.000000	0.000000	2115911	1605775
ERR3201037	228	181	47	9	492902	3.851064	0.191489	2170255	1693294
ERR3201038	0	0	0	0	429532	0.000000	0.000000	2141639	1723602
ERR3201039	48	25	23	2	443186	1.086957	0.086957	2146654	1712929
ERR3201040	0	0	0	0	619407	0.000000	0.000000	2129296	1539026
ERR3201041	19	8	11	1	533775	0.727273	0.090909	2111296	1599682
ERR3201042	2	0	2	0	557391	0.000000	0.000000	2178951	1632040
ERR3201043	10	6	4	1	441809	1.500000	0.250000	2149436	1719301
ERR3201044	8	0	8	0	518171	0.000000	0.000000	2105110	1602886
ERR3201045	0	0	0	0	522232	0.000000	0.000000	2112638	1609506
ERR3201046	319	263	56	10	521859	4.696429	0.178571	2102908	1620474
ERR3201047	18	18	0	2	415941	0.000000	0.000000	2150987	1740910
ERR3201048	8	0	8	0	533550	0.000000	0.000000	2106323	1591831
ERR3201049	393	355	38	7	518133	9.342105	0.184211	2105910	1615801
ERR3201050	0	0	0	0	490390	0.000000	0.000000	2143036	1663760
ERR3201051	1709	1139	570	28	519173	1.998246	0.049123	2106963	1685412
ERR3201052	3177	1798	1379	34	438641	1.303843	0.024656	2167547	1799790
ERR3201053	0	0	0	0	501090	0.000000	0.000000	2179076	1687452
ERR3201054	5	0	5	0	502058	0.000000	0.000000	2107217	1624653
ERR3201055	65	49	16	3	421204	3.062500	0.187500	2148645	1733640
ERR3201056	3	0	3	0	520938	0.000000	0.000000	2179711	1667666
ERR3201057	14	0	14	0	538832	0.000000	0.000000	2111368	1592537
ERR3201058	0	0	0	0	384000	0.000000	0.000000	2147985	1771487
ERR3201059	7	0	7	0	556399	0.000000	0.000000	2146860	1603632
ERR3201060	0	0	0	0	511312	0.000000	0.000000	2113355	1616871
ERR3201061	0	0	0	0	519432	0.000000	0.000000	2107495	1607021
ERR3201062	296	262	34	10	391772	7.705883	0.294118	2147999	1773233
ERR3201063	56	39	17	2	464864	2.294118	0.117647	2089195	1647776
ERR3201064	0	0	0	0	389437	0.000000	0.000000	2144184	1769150
ERR3201065	2	0	2	0	419475	0.000000	0.000000	2130792	1722250
ERR3201066	13	7	6	1	509215	1.166667	0.166667	2129553	1637677
ERR3201067	155	126	29	7	586891	4.344828	0.241379	2096588	1539812
ERR3201068	0	0	0	0	379681	0.000000	0.000000	2134646	1761870
ERR3201069	1731	1410	321	31	565898	4.392523	0.096573	2180260	1709847
ERR3201070	202	161	41	9	513706	3.926829	0.219512	2108075	1617817
ERR3201071	0	0	0	0	510539	0.000000	0.000000	2112566	1618138
ERR3201072	243	200	43	8	656018	4.651163	0.186047	2131912	1532524
ERR3201073	147	118	29	6	542687	4.068965	0.206897	2113899	1600207
ERR3201074	55	30	25	4	558738	1.200000	0.160000	2148829	1605385
ERR3201075	8	0	8	0	577304	0.000000	0.000000	2134629	1581505
ERR3201076	0	0	0	0	446174	0.000000	0.000000	2146890	1709584
ERR3201077	786	669	117	22	554321	5.717949	0.188034	2111208	1608734
ERR3201078	2234	1588	646	43	457822	2.458204	0.066563	2141720	1802116
ERR3201079	2	0	2	0	532783	0.000000	0.000000	2105530	1594851
ERR3201080	4	0	4	0	476496	0.000000	0.000000	2111044	1649481
ERR3201081	933	838	95	14	475694	8.821053	0.147368	2112467	1686612
ERR3201082	2	0	2	0	507610	0.000000	0.000000	2105656	1612953
ERR3201083	2	0	2	0	560915	0.000000	0.000000	2103296	1564990
ERR3201084	0	0	0	0	494207	0.000000	0.000000	2196304	1709232
ERR3201085	0	0	0	0	494207	0.000000	0.000000	2193292	1706042
ERR3201086	0	0	0	0	538880	0.000000	0.000000	2108446	1587729
ERR3201087	195	178	17	4	448721	10.470589	0.235294	2146914	1716106
ERR3201088	14	9	5	1	537131	1.800000	0.200000	2131361	1607351
ERR3201089	8	5	3	1	451530	1.666667	0.333333	2151525	1707902
ERR3201090	0	0	0	0	532783	0.000000	0.000000	2108808	1596836
ERR3201091	0	0	0	0	420594	0.000000	0.000000	2154561	1739558
ERR3201092	101	100	1	3	516348	100.000000	3.000000	2138477	1636808
ERR3201093	188	111	77	9	458581	1.441558	0.116883	2091616	1653805
ERR3201094	599	545	54	18	457239	10.092592	0.333333	2090929	1667537
ERR3201095	218	140	78	3	518171	1.794872	0.038462	2107252	1604253
ERR3201096	1029	828	201	14	551863	4.119403	0.069652	2181518	1686491
ERR3201097	6	0	6	0	521668	0.000000	0.000000	2115026	1610012
ERR3201098	313	258	55	13	455043	4.690909	0.236364	2152356	1755366
ERR3201099	0	0	0	0	538170	0.000000	0.000000	2110529	1590640
ERR3201100	311	285	26	4	546773	10.961538	0.153846	2111783	1593846
ERR3201101	10	7	3	1	544468	2.333333	0.333333	2116053	1590182
ERR3201102	128	120	8	4	390001	15.000000	0.500000	2149024	1772362
ERR3201103	5	0	5	0	528302	0.000000	0.000000	2116169	1608156
ERR3201104	9	0	9	0	518770	0.000000	0.000000	2109080	1609132
ERR3201105	5	0	5	0	619407	0.000000	0.000000	2131756	1538510
ERR3201106	11	0	11	0	429326	0.000000	0.000000	2131279	1714036
ERR3201107	0	0	0	0	501959	0.000000	0.000000	2175261	1682710
ERR3201108	0	0	0	0	486666	0.000000	0.000000	2112576	1645822
ERR3201109	0	0	0	0	506742	0.000000	0.000000	2163968	1670793
ERR3201110	0	0	0	0	501541	0.000000	0.000000	2183861	1691227
ERR3201111	218	181	37	5	515012	4.891892	0.135135	2109104	1614624
ERR3201112	0	0	0	0	517131	0.000000	0.000000	2111917	1613792
ERR3201113	0	0	0	0	557917	0.000000	0.000000	2182007	1633938
ERR3201114	0	0	0	0	377243	0.000000	0.000000	2118633	1755649
ERR3201115	1	0	1	0	488024	0.000000	0.000000	2195046	1712982
ERR3201116	679	611	68	18	529355	8.985294	0.264706	2103948	1622876
ERR3201117	0	0	0	0	431141	0.000000	0.000000	2142999	1721747
ERR3201118	0	0	0	0	458121	0.000000	0.000000	2139007	1697390
ERR3201119	2	0	2	0	519448	0.000000	0.000000	2109556	1607804
ERR3201120	18	0	18	0	533328	0.000000	0.000000	2104735	1591222
ERR3201121	393	344	49	6	390420	7.020408	0.122449	2122586	1759027
ERR3201122	4	0	4	0	518171	0.000000	0.000000	2110577	1607698
ERR3201123	2	0	2	0	417663	0.000000	0.000000	2148517	1740093
ERR3201124	56	48	8	3	421204	6.000000	0.375000	2152581	1741870
ERR3201125	0	0	0	0	521570	0.000000	0.000000	2108493	1606586
ERR3201126	574	513	61	15	552002	8.409836	0.245902	2113748	1595987
ERR3201127	9	0	9	0	557098	0.000000	0.000000	2116961	1579551
ERR3201128	0	0	0	0	534846	0.000000	0.000000	2112157	1595808
ERR3201129	0	0	0	0	471861	0.000000	0.000000	2137308	1676256
ERR3201130	78	43	35	3	535472	1.228571	0.085714	2116181	1601449
ERR3201131	34	26	8	2	526818	3.250000	0.250000	2133561	1626526
ERR3201132	8	8	0	1	540857	0.000000	0.000000	2119084	1597369
ERR3201133	4	0	4	0	519541	0.000000	0.000000	2113149	1613043
ERR3201134	1	0	1	0	448406	0.000000	0.000000	2155433	1716402
ERR3201135	3	0	3	0	518171	0.000000	0.000000	2111305	1608073
ERR3201136	0	0	0	0	519448	0.000000	0.000000	2108968	1607157
ERR3201137	464	371	93	21	485052	3.989247	0.225806	2156825	1707526
ERR3201138	12	0	12	0	389437	0.000000	0.000000	2147599	1772760
ERR3201139	0	0	0	0	528996	0.000000	0.000000	2108349	1597451
ERR3201140	0	0	0	0	510539	0.000000	0.000000	2115448	1620029
ERR3201141	5	0	5	0	519545	0.000000	0.000000	2113089	1615539
ERR3201142	310	283	27	13	552599	10.481482	0.481481	2129779	1624682
ERR3201143	0	0	0	0	578573	0.000000	0.000000	2115618	1558040
ERR3201144	0	0	0	0	483240	0.000000	0.000000	2115175	1646625
ERR3201145	49	29	20	2	537489	1.450000	0.100000	2111227	1593363
ERR3201146	0	0	0	0	451763	0.000000	0.000000	2154176	1710254
ERR3201147	0	0	0	0	525813	0.000000	0.000000	2131133	1622967
ERR3201148	243	168	75	11	545999	2.240000	0.146667	2117902	1592647
ERR3201149	0	0	0	0	518171	0.000000	0.000000	2104548	1602188
ERR3201150	1130	790	340	23	522081	2.323529	0.067647	2149073	1671610
ERR3201151	0	0	0	0	446982	0.000000	0.000000	2122363	1693527
ERR3201152	106	93	13	5	536643	7.153846	0.384615	2111523	1599375
ERR3201153	27	16	11	1	518172	1.454545	0.090909	2097664	1597143
ERR3201154	56	13	43	2	455143	0.302326	0.046512	2079318	1638255
ERR3201155	3	0	3	0	416946	0.000000	0.000000	2145816	1739768
ERR3201156	40	10	30	2	501090	0.333333	0.066667	2182068	1689783
ERR3201157	0	0	0	0	488024	0.000000	0.000000	2198992	1717000
ERR3201158	0	0	0	0	532808	0.000000	0.000000	2104971	1594374
ERR3201159	11	0	11	0	415941	0.000000	0.000000	2148952	1738657
ERR3201160	1	0	1	0	487816	0.000000	0.000000	2198914	1716947
ERR3201161	12	0	12	0	506089	0.000000	0.000000	2139446	1653584
ERR3201162	0	0	0	0	429326	0.000000	0.000000	2130718	1713966
ERR3201163	902	773	129	21	566398	5.992248	0.162791	2107894	1576361
ERR3201164	0	0	0	0	528692	0.000000	0.000000	2186764	1665271
ERR3201165	15	5	10	1	510539	0.500000	0.100000	2113169	1617484
ERR3201166	378	325	53	15	518140	6.132075	0.283019	2171287	1677091
ERR3201167	1	0	1	0	502058	0.000000	0.000000	2112941	1629597
ERR3201168	8	0	8	0	619407	0.000000	0.000000	2131617	1538864
ERR3201169	240	201	39	11	553984	5.153846	0.282051	2146087	1606303
ERR3201170	0	0	0	0	476496	0.000000	0.000000	2109259	1647715
ERR3201171	773	755	18	7	583025	41.944443	0.388889	2110769	1560264
ERR3201172	64	50	14	3	393705	3.571429	0.214286	2147837	1772826
ERR3201173	0	0	0	0	518879	0.000000	0.000000	2115056	1614984
ERR3201174	4	0	4	0	451117	0.000000	0.000000	2148938	1706328
ERR3201175	0	0	0	0	442802	0.000000	0.000000	2090608	1668126
ERR3201176	32	21	11	3	558183	1.909091	0.272727	2111661	1571944
ERR3201177	6	0	6	0	488024	0.000000	0.000000	2195761	1713730
ERR3201178	0	0	0	0	428586	0.000000	0.000000	2149038	1730447
ERR3201179	0	0	0	0	543230	0.000000	0.000000	2132567	1609562
ERR3201180	0	0	0	0	393049	0.000000	0.000000	2145003	1766973
ERR3201181	256	174	82	9	453081	2.121951	0.109756	2085484	1652383
ERR3201182	0	0	0	0	499598	0.000000	0.000000	2191051	1696385
ERR3201183	57	33	24	4	492561	1.375000	0.166667	2138188	1669268
ERR3201283	0	0	0	0	477588	0.000000	0.000000	2119169	1654534
ERR3201284	119	93	26	5	443543	3.576923	0.192308	2155972	1724166
ERR3201285	0	0	0	0	538009	0.000000	0.000000	2116559	1594683
ERR3201286	0	0	0	0	449036	0.000000	0.000000	2156474	1716432
ERR3201287	509	386	123	14	411541	3.138211	0.113821	2064984	1673716
ERR3201288	8	0	8	0	419475	0.000000	0.000000	2134456	1726776
ERR3201289	0	0	0	0	413739	0.000000	0.000000	2156127	1748233
ERR3201290	407	283	124	11	586064	2.282258	0.088710	2102069	1558694
ERR3201291	1190	947	243	23	550777	3.897119	0.094650	2133277	1649850
ERR3201292	0	0	0	0	529379	0.000000	0.000000	2119496	1607933
ERR3201193	184	170	14	9	464268	12.142858	0.642857	2158500	1718031
ERR3201293	142	120	22	7	496386	5.454545	0.318182	2124782	1643926
ERR3201294	0	0	0	0	557391	0.000000	0.000000	2183070	1635675
ERR3201295	275	262	13	6	492955	20.153847	0.461538	2139093	1679427
ERR3201296	1253	1163	90	26	572944	12.922222	0.288889	2118863	1609099
ERR3201297	0	0	0	0	442898	0.000000	0.000000	2156094	1721356
ERR3201298	4	0	4	0	619407	0.000000	0.000000	2137896	1544639
ERR3201299	8	7	1	1	521877	7.000000	1.000000	2116255	1612866
ERR3201300	0	0	0	0	518461	0.000000	0.000000	2114454	1612564
ERR3201301	0	0	0	0	532609	0.000000	0.000000	2153246	1626920
ERR3201302	2	0	2	0	521570	0.000000	0.000000	2119010	1613993
ERR3201194	0	0	0	0	389437	0.000000	0.000000	2157201	1777192
ERR3201303	539	229	310	4	346438	0.738710	0.012903	2129980	1803082
ERR3201304	340	282	58	14	472545	4.862069	0.241379	2151356	1708875
ERR3201305	10	0	10	0	371423	0.000000	0.000000	2146949	1787972
ERR3201306	0	0	0	0	484481	0.000000	0.000000	2145541	1676377
ERR3201307	0	0	0	0	451530	0.000000	0.000000	2157006	1713245
ERR3201308	576	434	142	20	580557	3.056338	0.140845	2153724	1628536
ERR3201309	0	0	0	0	497326	0.000000	0.000000	2143696	1662132
ERR3201310	14	0	14	0	415941	0.000000	0.000000	2156024	1746047
ERR3201311	6	0	6	0	492411	0.000000	0.000000	2142231	1673950
ERR3201312	0	0	0	0	492649	0.000000	0.000000	2138003	1670895
ERR3201195	11	0	11	0	486108	0.000000	0.000000	2148720	1676080
ERR3201313	13	0	13	0	422482	0.000000	0.000000	2139482	1726940
ERR3201314	1	0	1	0	473060	0.000000	0.000000	2137669	1674482
ERR3201315	1	0	1	0	473060	0.000000	0.000000	2141799	1677020
ERR3201316	0	0	0	0	360798	0.000000	0.000000	2132685	1788849
ERR3201317	27	14	13	2	468669	1.076923	0.153846	2144001	1681732
ERR3201318	227	37	190	4	431357	0.194737	0.021053	2138694	1723412
ERR3201319	67	60	7	1	537863	8.571428	0.142857	2119526	1597505
ERR3201320	66	18	48	2	548501	0.375000	0.041667	2115265	1586019
ERR3201321	601	583	18	8	492932	32.388889	0.444444	2191957	1713507
ERR3201322	0	0	0	0	398790	0.000000	0.000000	2136978	1748940
ERR3201196	7	0	7	0	623019	0.000000	0.000000	2140127	1540070
ERR3201323	0	0	0	0	556476	0.000000	0.000000	2115179	1575976
ERR3201324	0	0	0	0	507610	0.000000	0.000000	2107498	1613991
ERR3201325	0	0	0	0	525374	0.000000	0.000000	2119699	1611540
ERR3201326	1	0	1	0	525813	0.000000	0.000000	2136241	1628962
ERR3201327	0	0	0	0	525012	0.000000	0.000000	2104116	1602057
ERR3201328	0	0	0	0	538980	0.000000	0.000000	2117619	1597172
ERR3201329	208	179	29	8	448811	6.172414	0.275862	2154359	1726342
ERR3201330	19	0	19	0	484416	0.000000	0.000000	2146931	1678305
ERR3201331	0	0	0	0	462125	0.000000	0.000000	2097265	1654351
ERR3201332	0	0	0	0	521570	0.000000	0.000000	2116081	1611669
ERR3201197	125	119	6	3	626880	19.833334	0.500000	2140812	1539893
ERR3201333	1	0	1	0	558770	0.000000	0.000000	2118337	1578685
ERR3201334	0	0	0	0	536083	0.000000	0.000000	2113909	1592129
ERR3201335	427	413	14	7	459776	29.500000	0.500000	2158526	1717870
ERR3201336	0	0	0	0	518463	0.000000	0.000000	2106733	1605218
